업종,광고 이름,연령,성,광고 게재,도달,노출,클릭(전체),통화,CPC(전체),지출 금액 (KRW),시작,종료,CTR(전체),"CPM(1,000회 노출당 비용)",CPC(링크 클릭당 비용),보고 시작,보고 종료
식음료,대용량_A,55-64,male,inactive,29,74,3,KRW,1254,3762,2026-03-01,2026-03-31,4.05405405,50837.83784,1881,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_fp-s_o_EB_2_0224,35-44,female,inactive,450,589,8,KRW,468.125,3745,2025-11-14,Ongoing,1.3582343,6358.234295,468.125,2026-03-01,2026-03-17
식음료,숏폼01_번호 유출,55-64,female,active,2322,3258,5,KRW,746.4,3732,2026-03-03,2026-03-31,0.15346839,1145.488029,1866,2026-03-01,2026-03-17
식음료,개별제품_D,45-54,male,active,90,109,4,KRW,925.75,3703,2026-03-01,2026-03-31,3.66972477,33972.47706,925.75,2026-03-01,2026-03-17
식음료,990원_B,25-34,female,inactive,260,294,4,KRW,923.5,3694,2026-03-01,2026-03-31,1.36054422,12564.62585,923.5,2026-03-01,2026-03-17
식음료,635 - 사본,55-64,unknown,not_delivering,51,117,7,KRW,525.7142857,3680,2026-03-10,Ongoing,5.98290598,31452.99145,525.7142857,2026-03-01,2026-03-17
식음료,645,25-34,male,not_delivering,89,100,9,KRW,406.5555556,3659,2026-01-05,Ongoing,9,36590,406.5555556,2026-03-01,2026-03-17
식음료,버라이어티팩_B,35-44,female,active,147,179,2,KRW,1824.5,3649,2026-03-01,2026-03-31,1.11731844,20385.47486,1824.5,2026-03-01,2026-03-17
뷰티,단일 이미지,55-64,male,active,2144,3277,0,KRW,0,3620,2026-02-23,2026-03-31,0,1104.668904,,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,18-24,male,active,46,233,0,KRW,0,3596,2026-03-16,2026-03-31,0,15433.47639,,2026-03-01,2026-03-17
식음료,653,25-34,unknown,not_delivering,58,110,7,KRW,509.8571429,3569,2025-12-12,Ongoing,6.36363636,32445.45455,509.8571429,2026-03-01,2026-03-17
식음료,0225_15A,45-54,male,active,181,250,0,KRW,0,3565,2026-03-01,2026-03-31,0,14260,,2026-03-01,2026-03-17
뷰티,오래오래(인터림),35-44,female,active,616,806,0,KRW,0,3543,2026-03-01,2026-03-31,0,4395.781638,,2026-03-01,2026-03-17
식음료,BLC_img_md_alc_wsk_fp-s_o_EB_0_0201,35-44,unknown,inactive,258,495,3,KRW,1180.666667,3542,2025-11-14,Ongoing,0.60606061,7155.555556,885.5,2026-03-01,2026-03-17
식음료,국물라볶이x페이커,35-44,unknown,not_delivering,831,1342,2,KRW,1770.5,3541,2026-03-03,2026-03-15,0.1490313,2638.599106,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,female,not_delivering,72,247,0,KRW,0,3536,2026-02-16,2026-03-17,0,14315.78947,,2026-03-01,2026-03-17
식음료,03_여성_오리지널,65+,male,active,146,182,0,KRW,0,3534,2026-03-01,2026-03-31,0,19417.58242,,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,18-24,female,active,61,254,1,KRW,3533,3533,2026-03-16,2026-03-31,0.39370079,13909.44882,3533,2026-03-01,2026-03-17
식음료,국물라볶이x페이커(3/16~3/22랜딩),35-44,male,active,390,467,5,KRW,701.8,3509,2026-03-16,2026-04-30,1.07066381,7513.91863,584.8333333,2026-03-01,2026-03-17
식음료,635 - 사본,45-54,female,not_delivering,97,206,13,KRW,269.6153846,3505,2025-11-28,Ongoing,6.31067961,17014.56311,269.6153846,2026-03-01,2026-03-17
식음료,0225_15A,45-54,female,active,139,152,0,KRW,0,3503,2026-03-01,2026-03-31,0,23046.05263,,2026-03-01,2026-03-17
식음료,CSH_img_pg_alc_trac_p_o_PU_F_0_0311,45-54,female,active,281,344,8,KRW,437.75,3502,2025-11-14,Ongoing,2.3255814,10180.23256,389.1111111,2026-03-01,2026-03-17
뷰티,SBSS (Best Seller Page Landing) A,18-24,male,active,778,964,13,KRW,268.9230769,3496,2026-03-04,2026-03-31,1.34854772,3626.556017,388.4444444,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_1_0317,55-64,male,active,374,436,14,KRW,249.1428571,3488,2025-11-14,Ongoing,3.21100917,8000,205.1764706,2026-03-01,2026-03-17
식음료,버라이어티팩_B,25-34,female,active,236,338,7,KRW,497.2857143,3481,2026-03-01,2026-03-31,2.07100592,10298.81657,497.2857143,2026-03-01,2026-03-17
식음료,645,35-44,male,not_delivering,100,113,6,KRW,578.6666667,3472,2026-01-05,Ongoing,5.30973451,30725.66372,578.6666667,2026-03-01,2026-03-17
식음료,03_여성_오리지널,55-64,female,active,1799,2829,1,KRW,3471,3471,2026-03-01,2026-03-31,0.03534818,1226.935313,,2026-03-01,2026-03-17
식음료,03_여성_오리지널,55-64,male,active,1971,2846,0,KRW,0,3470,2026-03-01,2026-03-31,0,1219.255095,,2026-03-01,2026-03-17
식음료,635 - 사본,45-54,female,not_delivering,263,506,21,KRW,163.952381,3443,2026-03-10,Ongoing,4.15019763,6804.347826,163.952381,2026-03-01,2026-03-17
식음료,버라이어티팩_D,35-44,female,active,57,98,3,KRW,1143.666667,3431,2026-03-01,2026-03-31,3.06122449,35010.20408,1143.666667,2026-03-01,2026-03-17
식음료,653,45-54,unknown,not_delivering,139,284,13,KRW,261.7692308,3403,2025-12-12,Ongoing,4.57746479,11982.39437,261.7692308,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,male,not_delivering,41,390,0,KRW,0,3388,2026-02-27,2026-03-17,0,8687.179487,,2026-03-01,2026-03-17
식음료,635 - 사본,35-44,female,not_delivering,39,80,6,KRW,561.8333333,3371,2025-11-28,Ongoing,7.5,42137.5,674.2,2026-03-01,2026-03-17
식음료,CSH_img_pg_alc_trac_p_o_PU_F_0_0311,45-54,male,active,308,380,6,KRW,560.8333333,3365,2025-11-14,Ongoing,1.57894737,8855.263158,480.7142857,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,65+,male,active,1679,2826,1,KRW,3362,3362,2026-03-01,2026-03-31,0.0353857,1189.667374,3362,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_fp-s_o_EB_2_0224,25-34,male,inactive,571,759,7,KRW,480,3360,2025-11-14,Ongoing,0.92226614,4426.87747,373.3333333,2026-03-01,2026-03-17
식음료,653,45-54,female,not_delivering,238,381,15,KRW,223.5333333,3353,2026-03-10,Ongoing,3.93700787,8800.524934,239.5,2026-03-01,2026-03-17
식음료,캠페인사이트_3월,18-24,unknown,active,548,1029,13,KRW,256.6923077,3337,2026-03-01,2026-03-31,1.26336249,3242.954325,256.6923077,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,65+,male,active,256,800,2,KRW,1665,3330,2026-03-01,2026-03-31,0.25,4162.5,3330,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,female,not_delivering,168,352,1,KRW,3325,3325,2026-02-16,2026-03-17,0.28409091,9446.022727,3325,2026-03-01,2026-03-17
식음료,0225_full,35-44,unknown,active,404,609,1,KRW,3324,3324,2026-03-01,2026-03-31,0.16420361,5458.128079,3324,2026-03-01,2026-03-17
식음료,990원_C,25-34,male,inactive,207,265,6,KRW,551.8333333,3311,2026-03-01,2026-03-31,2.26415094,12494.33962,662.2,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,male,not_delivering,97,206,0,KRW,0,3307,2026-02-16,2026-03-17,0,16053.39806,,2026-03-01,2026-03-17
식음료,04_남녀_오리지널,55-64,female,active,1775,2633,0,KRW,0,3300,2026-03-01,2026-03-31,0,1253.323205,,2026-03-01,2026-03-17
식음료,버라이어티팩_3월_사용_수정,45-54,female,active,326,426,9,KRW,365.5555556,3290,2026-03-02,2026-03-31,2.11267606,7723.004695,365.5555556,2026-03-01,2026-03-17
식음료,0225_shorts,18-24,unknown,active,693,845,0,KRW,0,3273,2026-03-01,2026-03-31,0,3873.372781,,2026-03-01,2026-03-17
뷰티,슬라이드,18-24,male,active,2797,3018,0,KRW,0,3257,2026-02-23,2026-03-31,0,1079.191518,,2026-03-01,2026-03-17
식음료,개별제품_D,35-44,male,inactive,123,151,2,KRW,1626.5,3253,2026-03-01,2026-03-31,1.32450331,21543.04636,1626.5,2026-03-01,2026-03-17
식음료,#02_European Cheese_0310-0316,55-64,male,not_delivering,95,128,9,KRW,359.5555556,3236,2026-03-10,2026-03-16,7.03125,25281.25,404.5,2026-03-01,2026-03-17
식음료,990원_E,25-34,female,inactive,116,139,2,KRW,1615,3230,2026-03-01,2026-03-31,1.43884892,23237.41007,1615,2026-03-01,2026-03-17
식음료,FP_img_pg_nd_rm_fp-s_o_EB_1_0224,18-24,female,active,322,575,17,KRW,189.7647059,3226,2025-11-14,Ongoing,2.95652174,5610.434783,189.7647059,2026-03-01,2026-03-17
식음료,FP_img_pg_nd_rm_fp-s_o_EB_1_0224,45-54,unknown,active,232,474,14,KRW,228.6428571,3201,2025-11-14,Ongoing,2.9535865,6753.164557,200.0625,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,male,not_delivering,495,510,5,KRW,638.2,3191,2026-02-16,2026-03-17,0.98039216,6256.862745,638.2,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,65+,male,active,1599,2605,1,KRW,3181,3181,2026-03-01,2026-03-31,0.03838772,1221.113244,3181,2026-03-01,2026-03-17
식음료,버라이어티팩_B,55-64,male,active,10,62,1,KRW,3180,3180,2026-03-01,2026-03-31,1.61290323,51290.32258,3180,2026-03-01,2026-03-17
식음료,04_남녀_오리지널,65+,male,active,1608,2562,0,KRW,0,3178,2026-03-01,2026-03-31,0,1240.437158,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,male,not_delivering,144,210,10,KRW,317.4,3174,2026-02-16,2026-03-17,4.76190476,15114.28571,352.6666667,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,55-64,female,active,1664,2575,1,KRW,3155,3155,2026-03-01,2026-03-31,0.03883495,1225.242718,,2026-03-01,2026-03-17
뷰티,Niacinamide 10% + Zinc 1% B,25-34,female,active,494,524,17,KRW,185.1764706,3148,2026-03-04,2026-03-31,3.24427481,6007.633588,196.75,2026-03-01,2026-03-17
식음료,645,65+,unknown,not_delivering,14,21,3,KRW,1046.666667,3140,2026-01-05,Ongoing,14.28571429,149523.8095,1570,2026-03-01,2026-03-17
뷰티,APAC 2.0_15초 세로(4:5) - 사본,18-24,male,active,636,1352,1,KRW,3137,3137,2026-03-01,2026-03-31,0.0739645,2320.266272,3137,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,55-64,female,active,1693,2646,3,KRW,1044.666667,3134,2026-03-01,2026-03-31,0.11337868,1184.429327,1567,2026-03-01,2026-03-17
식음료,04_남녀_오리지널,65+,male,active,154,184,0,KRW,0,3132,2026-03-01,2026-03-31,0,17021.73913,,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 2안,35-44,male,active,306,411,11,KRW,284.0909091,3125,2026-03-01,2026-03-31,2.67639903,7603.406326,312.5,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,unknown,not_delivering,148,791,3,KRW,1041.333333,3124,2026-02-16,2026-03-17,0.37926675,3949.4311,1041.333333,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_2_0317,35-44,female,active,305,333,2,KRW,1561,3122,2025-11-14,Ongoing,0.6006006,9375.375375,1561,2026-03-01,2026-03-17
뷰티,단일 이미지,55-64,female,active,1900,2784,1,KRW,3114,3114,2026-02-23,2026-03-31,0.03591954,1118.534483,3114,2026-03-01,2026-03-17
식음료,프리퀀치_3월_모델X,25-34,unknown,active,406,782,6,KRW,517.6666667,3106,2026-03-02,2026-03-31,0.76726343,3971.867008,621.2,2026-03-01,2026-03-17
식음료,0225_shorts,18-24,unknown,active,591,790,2,KRW,1539.5,3079,2026-03-01,2026-03-31,0.25316456,3897.468354,,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,65+,female,active,5,20,0,KRW,0,3072,2026-03-16,2026-03-31,0,153600,,2026-03-01,2026-03-17
식음료,0225_shorts,25-34,unknown,active,646,755,4,KRW,763.25,3053,2026-03-01,2026-03-31,0.52980132,4043.708609,3053,2026-03-01,2026-03-17
식음료,635 - 사본,35-44,female,not_delivering,122,214,15,KRW,202.8,3042,2026-03-10,Ongoing,7.00934579,14214.95327,190.125,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,female,not_delivering,125,232,0,KRW,0,3035,2026-02-19,2026-03-17,0,13081.89655,,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 1안,35-44,male,active,265,371,14,KRW,213.9285714,2995,2026-03-01,2026-03-31,3.77358491,8072.77628,213.9285714,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,male,not_delivering,74,163,0,KRW,0,2993,2026-02-19,2026-03-17,0,18361.96319,,2026-03-01,2026-03-17
식음료,0225_shorts,25-34,unknown,active,576,755,0,KRW,0,2986,2026-03-01,2026-03-31,0,3954.966887,,2026-03-01,2026-03-17
식음료,버라이어티팩_C,35-44,female,inactive,73,105,3,KRW,989,2967,2026-03-01,2026-03-31,2.85714286,28257.14286,989,2026-03-01,2026-03-17
뷰티,Olive Young  - NPD Rice Lipids,65+,male,active,386,658,6,KRW,494.1666667,2965,2026-03-01,2026-03-31,0.9118541,4506.079027,494.1666667,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",25-34,unknown,not_delivering,407,673,5,KRW,585.8,2929,2026-02-25,2026-03-08,0.74294205,4352.154532,585.8,2026-03-01,2026-03-17
식음료,100만개,35-44,female,not_delivering,751,773,12,KRW,244.0833333,2929,2026-02-09,2026-03-01,1.55239327,3789.133247,244.0833333,2026-03-01,2026-03-17
식음료,990원_E,35-44,male,inactive,113,145,3,KRW,976.3333333,2929,2026-03-01,2026-03-31,2.06896552,20200,976.3333333,2026-03-01,2026-03-17
식음료,#02_European Cheese_0310-0316,45-54,female,not_delivering,115,149,10,KRW,291.9,2919,2026-03-10,2026-03-16,6.7114094,19590.60403,291.9,2026-03-01,2026-03-17
식음료,CSH_img_pg_alc_trac_p_o_PU_F_0_0311,25-34,female,active,260,359,9,KRW,323.8888889,2915,2025-11-14,Ongoing,2.50696379,8119.777159,416.4285714,2026-03-01,2026-03-17
식음료,버라이어티팩_3월_사용_수정,45-54,male,active,296,396,11,KRW,263.8181818,2902,2026-03-02,2026-03-31,2.77777778,7328.282828,241.8333333,2026-03-01,2026-03-17
뷰티,기업PR_1126,55-64,male,active,453,852,0,KRW,0,2898,2026-03-01,2026-03-31,0,3401.408451,,2026-03-01,2026-03-17
뷰티,단일 이미지,65+,male,active,1711,2644,3,KRW,964.6666667,2894,2026-02-23,2026-03-31,0.11346445,1094.553707,1447,2026-03-01,2026-03-17
식음료,SNR_img_pg_col_snc_fp-s_o_EB_3_0304,25-34,male,inactive,277,397,10,KRW,288.7,2887,2025-11-14,Ongoing,2.51889169,7272.040302,288.7,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 2안,25-34,male,active,353,451,11,KRW,259.9090909,2859,2026-03-01,2026-03-31,2.43902439,6339.24612,285.9,2026-03-01,2026-03-17
식음료,990원_E,45-54,male,active,94,129,4,KRW,711.75,2847,2026-03-01,2026-03-31,3.10077519,22069.76744,474.5,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(4:5)_re,35-44,female,active,300,379,1,KRW,2846,2846,2026-03-01,2026-03-31,0.26385224,7509.234829,,2026-03-01,2026-03-17
뷰티,Niacinamide 10% + Zinc 1% B,18-24,female,active,603,664,7,KRW,405.2857143,2837,2026-03-04,2026-03-31,1.05421687,4272.590361,405.2857143,2026-03-01,2026-03-17
식음료,버라이어티팩_C,45-54,female,inactive,27,55,10,KRW,283.7,2837,2026-03-01,2026-03-31,18.18181818,51581.81818,354.625,2026-03-01,2026-03-17
식음료,03_여성_오리지널,65+,male,active,1464,2292,1,KRW,2809,2809,2026-03-01,2026-03-31,0.04363002,1225.56719,2809,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_1_0317,55-64,female,active,233,269,8,KRW,349.75,2798,2025-11-14,Ongoing,2.9739777,10401.48699,310.8888889,2026-03-01,2026-03-17
식음료,653,35-44,female,not_delivering,109,182,6,KRW,465.3333333,2792,2026-03-10,Ongoing,3.2967033,15340.65934,465.3333333,2026-03-01,2026-03-17
식음료,635 - 사본,65+,unknown,not_delivering,39,112,11,KRW,252.8181818,2781,2026-03-10,Ongoing,9.82142857,24830.35714,309,2026-03-01,2026-03-17
식음료,635 - 사본,45-54,unknown,not_delivering,34,82,3,KRW,922.3333333,2767,2026-03-10,Ongoing,3.65853659,33743.90244,922.3333333,2026-03-01,2026-03-17
뷰티,단일 이미지,65+,female,active,1495,2482,2,KRW,1381.5,2763,2026-02-23,2026-03-31,0.08058018,1113.215149,2763,2026-03-01,2026-03-17
식음료,990원_C,55-64,male,inactive,58,59,2,KRW,1375,2750,2026-03-01,2026-03-31,3.38983051,46610.16949,2750,2026-03-01,2026-03-17
식음료,990원_F,35-44,male,inactive,138,161,2,KRW,1374,2748,2026-03-01,2026-03-31,1.24223602,17068.32298,1374,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 1안,25-34,male,active,377,489,12,KRW,228.1666667,2738,2026-03-01,2026-03-31,2.45398773,5599.182004,273.8,2026-03-01,2026-03-17
식음료,숏폼02_화보 장인,45-54,female,active,1852,2449,1,KRW,2736,2736,2026-03-12,2026-03-31,0.04083299,1117.19069,,2026-03-01,2026-03-17
식음료,대용량_B,45-54,male,inactive,85,119,6,KRW,455.8333333,2735,2026-03-01,2026-03-31,5.04201681,22983.19328,455.8333333,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,male,not_delivering,62,150,0,KRW,0,2731,2026-02-16,2026-03-17,0,18206.66667,,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 1안,55-64,male,active,154,222,3,KRW,910,2730,2026-03-01,2026-03-31,1.35135135,12297.2973,910,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),55-64,male,active,175,551,0,KRW,0,2714,2026-03-01,2026-03-31,0,4925.589837,,2026-03-01,2026-03-17
식음료,대용량_B,25-34,male,inactive,95,138,2,KRW,1348,2696,2026-03-01,2026-03-31,1.44927536,19536.23188,1348,2026-03-01,2026-03-17
식음료,버라이어티팩_B,25-34,male,active,134,214,5,KRW,527.6,2638,2026-03-01,2026-03-31,2.3364486,12327.1028,527.6,2026-03-01,2026-03-17
식음료,635 - 사본,18-24,female,not_delivering,23,36,3,KRW,878.6666667,2636,2025-11-28,Ongoing,8.33333333,73222.22222,878.6666667,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(9:16),65+,male,active,162,553,1,KRW,2632,2632,2026-03-01,2026-03-31,0.18083183,4759.493671,2632,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,female,not_delivering,406,438,2,KRW,1307.5,2615,2026-02-16,2026-03-17,0.456621,5970.319635,1307.5,2026-03-01,2026-03-17
뷰티,스토리/릴스,25-34,unknown,active,1343,2314,2,KRW,1301,2602,2026-02-23,2026-03-31,0.08643042,1124.45981,1301,2026-03-01,2026-03-17
식음료,대용량_B,25-34,female,inactive,117,154,9,KRW,286.6666667,2580,2026-03-01,2026-03-31,5.84415584,16753.24675,258,2026-03-01,2026-03-17
식음료,990원_E,45-54,female,active,85,98,8,KRW,321.25,2570,2026-03-01,2026-03-31,8.16326531,26224.4898,321.25,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(4:5) _re,45-54,female,active,366,417,0,KRW,0,2559,2026-03-01,2026-03-31,0,6136.690647,,2026-03-01,2026-03-17
식음료,개별제품_D,45-54,male,inactive,60,76,2,KRW,1276,2552,2026-03-01,2026-03-31,2.63157895,33578.94737,1276,2026-03-01,2026-03-17
식음료,645,55-64,unknown,not_delivering,38,149,11,KRW,231.7272727,2549,2025-12-12,Ongoing,7.38255034,17107.38255,212.4166667,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,male,not_delivering,506,807,6,KRW,422.6666667,2536,2026-02-16,2026-03-17,0.74349442,3142.503098,422.6666667,2026-03-01,2026-03-17
뷰티,오래오래(인터림),45-54,female,active,413,497,0,KRW,0,2522,2026-03-01,2026-03-31,0,5074.44668,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,55-64,female,not_delivering,28,185,1,KRW,2506,2506,2026-02-27,2026-03-17,0.54054054,13545.94595,2506,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,male,not_delivering,76,192,2,KRW,1248.5,2497,2026-02-27,2026-03-17,1.04166667,13005.20833,2497,2026-03-01,2026-03-17
식음료,BLC_img_md_alc_wsk_fp-s_o_EB_0_0201,65+,female,inactive,138,286,9,KRW,276.5555556,2489,2025-11-14,Ongoing,3.14685315,8702.797203,276.5555556,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,65+,male,active,13,75,0,KRW,0,2457,2026-03-16,2026-03-31,0,32760,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,male,not_delivering,31,198,0,KRW,0,2428,2026-02-27,2026-03-17,0,12262.62626,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,male,not_delivering,155,467,2,KRW,1211.5,2423,2026-02-16,2026-03-17,0.42826552,5188.436831,1211.5,2026-03-01,2026-03-17
식음료,숏폼01_번호 유출,65+,female,active,1531,2078,1,KRW,2375,2375,2026-03-03,2026-03-31,0.0481232,1142.92589,2375,2026-03-01,2026-03-17
식음료,990원_E,45-54,female,inactive,55,72,6,KRW,394.3333333,2366,2026-03-01,2026-03-31,8.33333333,32861.11111,473.2,2026-03-01,2026-03-17
식음료,SNR_img_pg_col_snc_fp-s_o_EB_3_0304,35-44,male,inactive,199,266,7,KRW,337.7142857,2364,2025-11-14,Ongoing,2.63157895,8887.218045,337.7142857,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,male,not_delivering,71,139,0,KRW,0,2318,2026-02-19,2026-03-17,0,16676.25899,,2026-03-01,2026-03-17
식음료,프리퀀치_3월_모델X,18-24,unknown,active,342,708,11,KRW,209.7272727,2307,2026-03-02,2026-03-31,1.55367232,3258.474576,209.7272727,2026-03-01,2026-03-17
식음료,#08_EU Sustainability_0226-0304,55-64,female,not_delivering,78,90,3,KRW,761.6666667,2285,2026-02-26,2026-03-04,3.33333333,25388.88889,1142.5,2026-03-01,2026-03-17
식음료,직장인편_끌,35-44,unknown,active,649,1760,2,KRW,1142,2284,2026-03-01,2026-03-31,0.11363636,1297.727273,2284,2026-03-01,2026-03-17
식음료,콰삭킹_6초,65+,male,not_delivering,191,447,8,KRW,282.125,2257,2026-02-16,2026-03-17,1.78970917,5049.217002,451.4,2026-03-01,2026-03-17
식음료,03_여성_오리지널,18-24,unknown,active,98,113,0,KRW,0,2251,2026-03-01,2026-03-31,0,19920.35398,,2026-03-01,2026-03-17
뷰티,Olive Young  - NPD Rice Lipids,18-24,unknown,active,354,701,5,KRW,450,2250,2026-03-01,2026-03-31,0.71326676,3209.700428,450,2026-03-01,2026-03-17
식음료,990원_E,45-54,male,inactive,60,69,6,KRW,371.3333333,2228,2026-03-01,2026-03-31,8.69565217,32289.85507,445.6,2026-03-01,2026-03-17
식음료,개별제품_D,45-54,female,active,87,92,4,KRW,555.75,2223,2026-03-01,2026-03-31,4.34782609,24163.04348,555.75,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,male,not_delivering,241,249,7,KRW,316.8571429,2218,2026-02-16,2026-03-17,2.81124498,8907.630522,369.6666667,2026-03-01,2026-03-17
식음료,대용량_B,18-24,male,active,149,266,5,KRW,440.4,2202,2026-03-01,2026-03-31,1.87969925,8278.195489,550.5,2026-03-01,2026-03-17
식음료,990원_F,25-34,female,inactive,132,144,3,KRW,731.3333333,2194,2026-03-01,2026-03-31,2.08333333,15236.11111,731.3333333,2026-03-01,2026-03-17
뷰티,슬라이드,18-24,male,active,1970,2089,4,KRW,547,2188,2026-02-23,2026-03-31,0.19147918,1047.391096,1094,2026-03-01,2026-03-17
뷰티,오래오래(인터림),35-44,female,active,400,488,0,KRW,0,2185,2026-03-01,2026-03-31,0,4477.459016,,2026-03-01,2026-03-17
식음료,990원_B,35-44,male,inactive,113,135,3,KRW,723.3333333,2170,2026-03-01,2026-03-31,2.22222222,16074.07407,723.3333333,2026-03-01,2026-03-17
식음료,숏폼02_화보 장인,55-64,female,active,1372,1885,0,KRW,0,2157,2026-03-12,2026-03-31,0,1144.297082,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,male,not_delivering,57,127,0,KRW,0,2153,2026-02-19,2026-03-17,0,16952.75591,,2026-03-01,2026-03-17
식음료,세로형 (1/28 교체),35-44,unknown,not_delivering,1189,1673,0,KRW,0,2153,2026-03-01,2026-03-04,0,1286.909743,,2026-03-01,2026-03-17
식음료,653,25-34,female,not_delivering,20,25,2,KRW,1069,2138,2026-02-11,Ongoing,8,85520,1069,2026-03-01,2026-03-17
식음료,#07_Break Time with European Confectionery _0225-0308,25-34,unknown,not_delivering,262,370,6,KRW,355.5,2133,2026-02-25,2026-03-08,1.62162162,5764.864865,426.6,2026-03-01,2026-03-17
식음료,학생편_끌,35-44,unknown,active,540,1627,0,KRW,0,2095,2026-03-01,2026-03-31,0,1287.645974,,2026-03-01,2026-03-17
식음료,SNR_img_pg_col_snc_fp-s_o_EB_2_0304,35-44,unknown,inactive,108,169,3,KRW,697,2091,2025-11-14,Ongoing,1.77514793,12372.78107,697,2026-03-01,2026-03-17
식음료,#02_European Cheese_0310-0316,65+,male,not_delivering,69,95,4,KRW,521,2084,2026-03-10,2026-03-16,4.21052632,21936.84211,521,2026-03-01,2026-03-17
식음료,국물라볶이x페이커(3/16~3/22랜딩),35-44,female,active,189,218,0,KRW,0,2078,2026-03-16,2026-04-30,0,9532.110092,,2026-03-01,2026-03-17
식음료,0225_15A,45-54,male,active,119,145,0,KRW,0,2062,2026-03-01,2026-03-31,0,14220.68966,,2026-03-01,2026-03-17
식음료,635 - 사본,35-44,unknown,not_delivering,18,60,3,KRW,680.3333333,2041,2026-03-10,Ongoing,5,34016.66667,680.3333333,2026-03-01,2026-03-17
식음료,653,35-44,unknown,not_delivering,61,182,12,KRW,169.75,2037,2025-12-12,Ongoing,6.59340659,11192.30769,185.1818182,2026-03-01,2026-03-17
뷰티,스토리/릴스,25-34,unknown,active,1150,1820,0,KRW,0,2032,2026-02-23,2026-03-31,0,1116.483516,,2026-03-01,2026-03-17
식음료,645,45-54,unknown,not_delivering,52,117,7,KRW,289.2857143,2025,2026-03-10,Ongoing,5.98290598,17307.69231,253.125,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,female,not_delivering,131,231,0,KRW,0,2011,2026-02-19,2026-03-17,0,8705.627706,,2026-03-01,2026-03-17
식음료,버라이어티팩_D,45-54,female,active,24,62,6,KRW,334.3333333,2006,2026-03-01,2026-03-31,9.67741935,32354.83871,334.3333333,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,unknown,not_delivering,113,143,5,KRW,400.6,2003,2026-02-16,2026-03-17,3.4965035,14006.99301,400.6,2026-03-01,2026-03-17
식음료,635 - 사본,18-24,female,not_delivering,45,85,4,KRW,499,1996,2026-03-10,Ongoing,4.70588235,23482.35294,499,2026-03-01,2026-03-17
식음료,#08_EU Sustainability_0226-0304,65+,female,not_delivering,54,59,3,KRW,663.3333333,1990,2026-02-26,2026-03-04,5.08474576,33728.81356,663.3333333,2026-03-01,2026-03-17
